panel,quelle,abruf,symbol,ensembl
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC12,ENSG00000160799
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC121,ENSG00000176714
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC124,ENSG00000007080
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC125,ENSG00000183323
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC126,ENSG00000169193
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC127,ENSG00000164366
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC136,ENSG00000128596
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC140,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC141,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC144BP,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC144NL,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC144NL-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC148,ENSG00000153237
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC152,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC158,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC162P,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC167,ENSG00000198937
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC168,ENSG00000175820
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC169,ENSG00000242715
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC169-SOHLH2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC17,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC170,ENSG00000120262
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC171,ENSG00000164989
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC175,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC177,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC178,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC18,ENSG00000122483
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC180,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC182,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC187,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC192,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC194,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC195,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC197,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC198,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC201,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC25,ENSG00000147419
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC26,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC33,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC33-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC34,ENSG00000109881
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC40,ENSG00000141519
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC47,ENSG00000108588
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC50,ENSG00000152492
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC57,ENSG00000176155
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC6,ENSG00000108091
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC62,ENSG00000130783
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC66,ENSG00000180376
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC7,ENSG00000216937
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC70,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC73,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC74BP1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC77,ENSG00000120647
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC78,ENSG00000162004
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC8,ENSG00000169515
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC80,ENSG00000091986
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC82,ENSG00000149231
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC83,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC85A,ENSG00000055813
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC85C,ENSG00000205476
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC88A,ENSG00000115355
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC88C,ENSG00000015133
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC9,ENSG00000105321
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC91,ENSG00000123106
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDC9B,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCDST,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCHCR1,ENSG00000204536
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCK,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCKAR,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCL19,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCL21,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCL23,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCL27,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCM2,ENSG00000136280
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCN3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCN6,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNA1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNA2,ENSG00000145386
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCND1,ENSG00000110092
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCND2,ENSG00000118971
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCND2-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCND3,ENSG00000112576
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNE1,ENSG00000105173
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNE2,ENSG00000175305
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNF,ENSG00000162063
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNG2,ENSG00000138764
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNH,ENSG00000134480
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNI,ENSG00000118816
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNJ,ENSG00000107443
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNL1,ENSG00000163660
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNQP1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNT1,ENSG00000129315
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCNYL1,ENSG00000163249
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCPG1,ENSG00000260916
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCR3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCR4,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCR5AS,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCR7,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCRL2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCSER1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCSER2,ENSG00000107771
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCT3,ENSG00000163468
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCT4P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCT5P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCT5P2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCT6A,ENSG00000146731
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CCT8L1P,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD109,ENSG00000156535
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD14,ENSG00000170458
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD163,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD163L1,ENSG00000177675
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD164,ENSG00000135535
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD180,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD200R1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD226,ENSG00000150637
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD248,ENSG00000174807
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD276,ENSG00000103855
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD28,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD2AP,ENSG00000198087
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD2AP-DT,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD2BP2,ENSG00000169217
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD36,ENSG00000135218
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD3D,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD3E,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD40,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD44-DT,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD53,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD68,ENSG00000129226
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD72,ENSG00000137101
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD79B,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD81,ENSG00000110651
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD81-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD83,ENSG00000112149
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD83P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CD9,ENSG00000010278
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDA,ENSG00000158825
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDAN1,ENSG00000140326
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC14A,ENSG00000079335
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC14B,ENSG00000081377
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC16,ENSG00000130177
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC20B,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC23,ENSG00000094880
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC25A,ENSG00000164045
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC25B,ENSG00000101224
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC25C,ENSG00000158402
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC27,ENSG00000004897
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC37L1,ENSG00000106993
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC42,ENSG00000070831
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC42-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC42BPA,ENSG00000143776
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC42BPB,ENSG00000198752
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC42EP3,ENSG00000163171
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC42EP3-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC42SE1,ENSG00000197622
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC42SE2,ENSG00000158985
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC5L,ENSG00000096401
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC7,ENSG00000097046
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDC73,ENSG00000134371
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDCA2,ENSG00000184661
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDCA7,ENSG00000144354
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDCA7L,ENSG00000164649
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDCA7P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDCA7P2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH10,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH11,ENSG00000140937
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH12,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH13,ENSG00000140945
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH15,ENSG00000129910
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH17,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH18,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH2,ENSG00000170558
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH2-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH20,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH22,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH23,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH4,ENSG00000179242
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH6,ENSG00000113361
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH7,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH8,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDH9,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDHR2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDHR3,ENSG00000128536
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDIN1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDIP1,ENSG00000089486
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK1,ENSG00000170312
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK10,ENSG00000185324
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK11B,ENSG00000248333
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK12,ENSG00000167258
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK14,ENSG00000058091
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK17,ENSG00000059758
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK18,ENSG00000117266
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK19,ENSG00000155111
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK20,ENSG00000156345
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK2AP1,ENSG00000111328
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK2AP1P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK4,ENSG00000135446
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK5RAP1,ENSG00000101391
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK5RAP2,ENSG00000136861
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK5RAP3,ENSG00000108465
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK6,ENSG00000105810
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK6-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK7P1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDK9,ENSG00000136807
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDKAL1,ENSG00000145996
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDKL2,ENSG00000138769
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDKL3,ENSG00000006837
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDKN1A,ENSG00000124762
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDKN1B,ENSG00000111276
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDKN1C,ENSG00000129757
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDKN2AIPNLP3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDKN2B-AS1,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDKN2C,ENSG00000123080
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDKN3,ENSG00000100526
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDON,ENSG00000064309
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDR2,ENSG00000140743
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDR2L,ENSG00000109089
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDRT7,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDRT8,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDS1,ENSG00000163624
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDS2,ENSG00000101290
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDSN,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDT1,ENSG00000167513
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDYL,ENSG00000153046
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CDYL2,ENSG00000166446
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CEACAM4,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CEACAM5,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CEACAM6,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CEBPA,ENSG00000245848
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CECR2,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CECR3,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CELA3A,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CELA3B,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CELF1,ENSG00000149187
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CELF2,ENSG00000048740
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CELF2-DT,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CELF4,
GWAS,"GWAS-Katalog MAPPED_TRAIT=body height, MAPPED_GENE",2026-08-21,CELF5,
