primary_stat_null,sensitivity_stat_null
0.2679829515197558,0.2040676397918167
-0.2354038166025091,-0.24338726520575213
-0.2511280260956118,-0.13541914585229065
-0.3663700016843474,-0.23785645748672224
-0.7893594624116551,-0.7357922837027708
0.09328899952457759,0.19250524894752002
0.26593953628232203,0.3241964651503172
-0.14200749017768136,-0.01664718634337684
-0.6857011117005553,-0.6436515275151266
0.19438484699191888,0.2823682244740457
0.29457280337975733,0.22770306366737358
0.6721892011676622,0.4283513329157287
0.08256434854555356,0.18297222585505427
0.45385870475098633,0.5130116535932168
0.2791072211604795,0.07894512846489958
0.18285555450218177,0.27211996448316816
0.24809584102359397,0.1863902082396728
0.3847083014767376,0.307823506420245
-0.005609276547228981,0.10459567021702526
0.3544194804039115,0.2809001099110662
0.058874277147335785,0.16191438461219393
0.5849919668166415,0.4858534311668261
0.01578575782288033,-0.02010764349429486
-0.019067515087883874,0.09263279151422094
-0.008591696947422643,-0.17678724318656902
-0.114224274866534,-0.013726922537554821
-0.13039101914711132,-0.15004255635650965
0.18515306683928945,0.25238627008984377
0.01695425598996181,0.12465214358341707
-0.06630435470415144,0.05064448963309421
0.6088426340593437,0.628999218729892
0.25762098492906804,0.3168021972807581
0.8962863564738968,0.8845047497650502
-0.02365485228365774,-0.055165963588995365
-0.12256849347428103,-0.02114400574444107
-0.43075234975324966,-0.27330928374388197
-0.37845275387677535,-0.5055526271237715
-0.9205291626680007,-0.9873983238270827
-0.4571169362680179,-0.3185203993388738
0.6239910637213174,0.3855085440745332
0.08285789402794472,0.039512033132429014
-0.288952243869793,-0.42599661822867596
0.3273563781221846,0.2568440189939756
-0.05454836414427353,0.06109425901965235
0.18964478615361202,0.25637890948035275
-0.7866628091090825,-0.6114500640864867
0.19150927286226596,0.27981215858102076
0.2837942102210565,0.08311134096319019
0.04475070503461431,0.12758417070791034
-0.20257012499196764,-0.34921251255949787
-0.12261172162890371,-0.021182430770772347
0.05669714870342263,0.15997915932871556
0.710219730751042,0.7191121935669572
0.03662607928994776,-0.00158291330134606
0.1526110571232901,0.24523596681304222
0.20215181185612885,0.2892721932422322
-0.07028369837996071,-0.2316245777932696
-0.12294890460136654,0.00029377861334746306
-0.037177914504188066,0.07653465869972835
0.4024015135465996,0.1885400550303396
0.5995997746205536,0.36382739820718757
-0.27583615483748847,-0.2793271214146227
0.2398062338231431,0.3009668629643804
0.5180094875101728,0.5482586440195178
0.6779453711897726,0.6904238739569398
-0.33427204351413503,-0.20932493911320008
-0.5263373648914105,-0.3800496692263339
-0.7293593031337935,-0.6824588087891161
0.05132973927719925,0.1334322011457636
0.5195231594029909,0.2926481846804653
0.22744953558122039,0.31175905877564686
-0.38066321924070046,-0.2287856121771716
-0.1733335542211347,-0.06626850418608878
-0.3339666496196468,-0.33099867233209673
0.05425682908227545,-0.12092188671572626
0.14035755798157773,-0.04438790547190198
0.2462940568594117,0.30673381677439693
0.10302715663723294,0.1793854610213491
0.010328020885089502,-0.15996971622433598
-0.6606145953014462,-0.6213524018270294
-0.540108307386322,-0.39229050699958856
0.0017168472185475903,-0.0326133418092573
0.0769605827762192,-0.10074077232110959
-0.33231139480145777,-0.3295273347159287
0.262982881374172,0.34334425503604843
-0.6612050612889492,-0.4781561384422815
0.1986109591111979,0.2861247685800714
0.3107310986247531,0.3640111872324782
-0.22496711233077946,-0.11216500028355078
-0.15173915121130796,-0.3040294247544671
0.023821572463975066,-0.14797544815421548
-0.8906596193282613,-0.6821157455883369
-0.058610262074000274,0.05748368308211744
-0.16051008437399963,-0.31182580978797075
0.08957164479176577,0.16742500604760052
-0.13998601137404507,-0.29358218934356667
-0.39419861324865363,-0.5195489465654409
0.2775527980332896,0.21257417002606893
0.3438273710471639,0.3934300960523988
-0.0032685952159360113,-0.17205559720302535
-0.3969467199167133,-0.5219917080481608
0.31460004944791875,0.3674502546308477
0.27275936893319647,0.07330259315175909
0.6614228619817427,0.4187812536393557
-0.6983568649893381,-0.5111799639537384
-0.04319029051993346,0.07119032446351017
-1.1109155301958076,-0.8996747050524648
-0.5510180920976445,-0.4019880934096531
-0.055734726589497574,0.060039714623897615
0.06195136186698102,0.1646495710296564
-0.2918657094780887,-0.1716304199700479
0.19124952570919546,0.1358601501824297
-0.5814653695824614,-0.6860082855288258
0.34053736101709453,0.4122815702742017
0.49953194501613735,0.553610089384462
0.7391368615621059,0.6228711153850168
-0.35908200195868867,-0.35332342996680066
1.0026002013951596,1.0007818728324818
-0.5408595314591043,-0.3711823341490861
0.28467393867525614,0.21890407281892807
-0.09670655475540813,-0.25511156123811163
0.06083187924831884,0.16365447536862335
0.4571806008576006,0.3722433280921231
0.07976284581156134,-0.0982498718452499
-0.7421977752448848,-0.5501496619586689
0.4568926410164903,0.371987363788914
0.29792313865888487,0.3744022615113487
-0.5918509574329169,-0.6952399191736751
-0.13831667314756024,-0.035142387676244814
-0.05387839359115715,-0.21704208464766633
0.02212139861716416,0.12924515925204139
-0.7893685079178498,-0.7358003241527218
-0.20810173524801087,-0.21911874844619816
-0.1269256784465142,-0.28197300451909485
0.26930524216529106,0.34896413129482096
0.4427730222184032,0.3594365915239477
-0.14251720365956175,-0.03887619257580169
0.5504896940191136,0.4551847442356904
-0.3950168021009927,-0.2633202800792959
-0.17392186747165245,-0.32374739476366216
0.7728842873424356,0.7965899492300603
-0.5293020302375777,-0.3609089997299513
0.4415219718409248,0.2233137957364065
-0.3324821280764728,-0.3296790976270531
0.022058346990589145,0.10741318577988797
-0.4045466794169355,-0.2500153545560472
-0.192963842068724,-0.34067359440550354
0.20910030504718075,0.29544863163427837
0.0073024931651576586,-0.027648323190048348
0.40888337053314067,0.19430170568504282
-0.3572269008484463,-0.3516744512021408
-0.3196274206761285,-0.3182526910489694
0.23053741433406144,0.2927279123074189
0.0013953310844947234,0.11082198811189078
-0.3930812478960081,-0.2615997874526429
0.3750112343829086,0.42114908568417203
-0.47873982937615794,-0.45968594322677336
0.09010160799612625,0.1678960844514765
0.251403415352052,0.33305139634971953
0.21227157633132837,0.019535666394542985
0.13696134769554325,0.23132511398837835
-0.33467056214412355,-0.18790325031354768
-0.08079913843306541,-0.1059608846106911
0.7101674901563978,0.719065757482829
0.6589443978418293,0.4165781744038772
-0.2809638255683379,-0.16193985649471382
-0.13142987499816733,-0.029020789321228868
-0.6642227230467864,-0.4808385044492479
0.13542626815061726,-0.04877127421053354
0.44373829024460937,0.48223980200568367
-0.03633965085582972,0.05550385436084898
0.5295381673561523,0.4365611649797247
-0.48973093205637647,-0.604466563283417
0.34974907659560917,0.3986938343176835
0.37599134571626025,0.44379622334012686
0.39116798856568485,0.3135654504993092
-0.1565127491271763,-0.3082726229019056
0.20067776988774227,0.009230060666910875
0.7371231240792007,0.48607037550376286
-0.5697259459375057,-0.6755732422888651
0.20882814411568118,0.016474837758412172
-0.41633376231873076,-0.4042138836201714
-0.5865180247840052,-0.4117676615489981
0.6057371293250172,0.648014697659022
-0.9154480164269463,-0.7041498763427234
-0.07942016639327248,-0.23974588269399108
0.010738582260718832,-0.15960477277933216
-0.03672143971345021,-0.06678070797103314
0.8876673380307074,0.6198874545717687
0.3225895465981133,0.374552029875465
0.18703546974244986,0.1321143226564336
0.09558535857534671,0.17277052941078358
0.48597831758529314,0.39784129851673883
0.04119765173333778,0.12442590110677562
-0.11893433423727692,-0.27486958744421724
0.04997648995601983,0.010284118401829141
-0.18900650946286643,-0.05842409237465243
-0.45716081081429394,-0.4405045933940054
-0.27453340199063553,-0.1344479968437805
-0.1776966316619592,-0.07014679524459948
0.2372337473536197,0.17673501386636234
-0.39515619727166695,-0.263444186897673
0.29143513047182223,0.08990327007498197
0.15751791809254678,0.24959762100793703
0.29034674291555507,0.36766768751727774
0.10037108964770616,0.1770245125862142
0.30156865752901696,0.23392160068893764
0.0350512174873489,-0.13799354146677206
-0.4157440786453851,-0.40368972035497525
