ensembl,dWT_n,dWT_med,dWT_v,dWT_vz,dWT_kons,iv_n,iv_med,iv_v,iv_vz,iv_kons,basis_med,pool_anteil,symbol,im_modul,ri
ENSG00000000003,16,0.464302702139612,10,1,0.25,16,0.14096481388040283,11,1,0.375,-0.16232193166820702,0.5,TSPAN6,False,
ENSG00000000419,16,0.3906762999685325,10,1,0.25,16,-0.07100847383571575,9,-1,-0.125,-0.202610373788835,0.5,DPM1,False,
ENSG00000000457,16,0.824963017809792,12,1,0.5,16,-0.5863003000378245,11,-1,-0.375,-0.784870384338732,0.5625,SCYL3,False,
ENSG00000000971,16,1.67641002218323,15,1,0.875,16,-0.1937183742198535,10,-1,-0.25,-1.137218140613045,0.8125,CFH,True,1.0
ENSG00000001036,16,-0.48985698386926346,10,-1,-0.25,16,-0.09869229917126995,8,1,0.0,0.18601645127459598,0.1875,FUCA2,False,
ENSG00000001084,16,0.705452397849081,12,1,0.5,16,-0.06979852632982461,8,1,0.0,-0.567733477155013,0.5625,GCLC,False,
ENSG00000001167,16,-0.6627518244468305,10,-1,-0.25,16,-0.370487159640033,11,-1,-0.375,0.427459958405884,0.375,NFYA,False,
ENSG00000001460,16,0.1438529544244195,10,1,0.25,16,-0.7515141870534694,11,-1,-0.375,-0.10428188905253405,0.4375,STPG1,False,
ENSG00000001461,16,-0.06904397839726716,9,-1,-0.125,16,0.14171203928391352,10,1,0.25,-0.055045779684612495,0.375,NIPAL3,False,
ENSG00000001497,16,-0.7586812593316945,11,-1,-0.375,16,-0.420420079044658,11,-1,-0.375,0.5228521612372125,0.125,LAS1L,False,
ENSG00000001561,17,0.264072523105617,9,1,0.05882352941176472,17,0.110024947472052,10,1,0.17647058823529416,0.101138660884766,0.47058823529411764,ENPP4,False,
ENSG00000001617,16,-0.8481962036439525,13,-1,-0.625,16,0.10124480255066011,9,1,0.125,0.602641975211314,0.1875,SEMA3F,False,
ENSG00000001629,16,0.36938214425872495,8,1,0.0,16,-0.38564892630688224,10,-1,-0.25,-0.39896351492432147,0.5,ANKIB1,False,
ENSG00000001630,15,-0.209673146202061,8,-1,-0.06666666666666665,15,-0.0347855797993338,8,-1,-0.06666666666666665,-0.0049351641871786,0.3333333333333333,CYP51A1,False,
ENSG00000001631,16,0.868522241832149,12,1,0.5,16,-0.19921018321429948,10,-1,-0.25,-0.6966687109669676,0.625,KRIT1,False,
ENSG00000002016,16,-0.10478216448660399,9,-1,-0.125,16,0.13289083373083116,9,1,0.125,-0.4697875748374305,0.1875,RAD52,False,
ENSG00000002330,16,-0.65301955165944,12,-1,-0.5,16,0.44843933904722255,12,1,0.5,0.358763378516345,0.1875,BAD,False,
ENSG00000002549,16,0.421613257264288,10,1,0.25,16,0.04248298032925415,8,1,0.0,-0.203586985543137,0.5,LAP3,False,
ENSG00000002834,16,-0.356732129976837,10,-1,-0.25,16,-0.13589698820941026,11,-1,-0.375,0.4331906251514265,0.1875,LASP1,False,
ENSG00000002919,16,-0.14894229050334734,8,1,0.0,16,0.0960172085079525,8,1,0.0,0.10109513908488575,0.3125,SNX11,False,
ENSG00000003056,18,-0.3189722296296265,11,-1,-0.22222222222222232,18,-0.254559206593257,13,-1,-0.4444444444444444,0.0667236230059115,0.16666666666666666,M6PR,False,
ENSG00000003096,16,-0.8116499498648184,12,-1,-0.5,16,0.1431047004758845,10,1,0.25,0.332247963294735,0.125,KLHL13,False,
ENSG00000003137,17,0.884149190897068,9,1,0.05882352941176472,17,-0.250203335233237,9,-1,-0.05882352941176472,-0.280963816046976,0.5294117647058824,CYP26B1,False,
ENSG00000003249,16,-1.4192073249885948,11,-1,-0.375,16,0.08601871118071225,9,1,0.125,0.8368480078903879,0.1875,DBNDD1,False,
ENSG00000003393,16,-0.493473170491333,11,-1,-0.375,16,-0.3800879036517415,9,-1,-0.125,0.4119830063046605,0.1875,ALS2,False,
ENSG00000003400,16,0.024778714508405054,8,1,0.0,16,-0.30170832535799,9,-1,-0.125,-0.0795807832988228,0.375,CASP10,False,
ENSG00000003402,16,1.34857479608543,13,1,0.625,16,-0.525253155217658,10,-1,-0.25,-0.533082445852811,0.625,CFLAR,False,
ENSG00000003436,16,0.6162578607934011,9,1,0.125,16,0.0322554088295543,9,1,0.125,-0.1362257734308135,0.5625,TFPI,False,
ENSG00000003509,16,-0.0094365198403465,8,1,0.0,16,0.01231485980125585,8,1,0.0,-0.3487153743637685,0.3125,NDUFAF7,False,
ENSG00000003756,16,0.496498899476692,11,1,0.375,16,-0.06854107453710245,9,-1,-0.125,-0.5009040760109135,0.5,RBM5,False,
ENSG00000003989,15,0.996600149883588,11,1,0.46666666666666656,15,-0.16270352295124,8,-1,-0.06666666666666665,-0.732818157140709,0.6,SLC7A2,False,
ENSG00000004059,16,-0.489459176782584,10,-1,-0.25,16,0.323442461314291,10,1,0.25,0.378377824244466,0.3125,ARF5,False,
ENSG00000004139,16,-0.5902528337358065,9,-1,-0.125,16,-0.19443938144058698,9,-1,-0.125,0.3676751742250175,0.375,SARM1,False,
ENSG00000004142,16,-0.8933563414845845,11,-1,-0.375,16,-0.043842090156339095,8,1,0.0,0.3861489582590435,0.1875,POLDIP2,False,
ENSG00000004399,16,0.9946242234164504,13,1,0.625,16,0.30271397849495096,12,1,0.5,-0.5654940876911015,0.625,PLXND1,False,
ENSG00000004455,16,-0.270806943997716,10,-1,-0.25,16,0.11805298007843401,10,1,0.25,0.0949382173799015,0.25,AK2,False,
ENSG00000004478,18,-0.8050960010955495,15,-1,-0.6666666666666667,18,-0.010629634016267153,9,1,0.0,0.828458665210701,0.1111111111111111,FKBP4,False,
ENSG00000004487,16,-0.550874532307694,12,-1,-0.5,16,-0.20007599589480898,10,-1,-0.25,0.6836954520105896,0.125,KDM1A,False,
ENSG00000004534,16,-0.0766814686751685,8,1,0.0,16,-0.581188971990806,11,-1,-0.375,-0.26226239649855,0.375,RBM6,False,
ENSG00000004660,16,-0.421618897723811,9,-1,-0.125,16,-0.24542185856487303,9,-1,-0.125,0.007372485084248849,0.375,CAMKK1,False,
ENSG00000004700,16,0.5426251105101135,10,1,0.25,16,0.007861527055722003,8,1,0.0,-0.50167699511703,0.5625,RECQL,False,
ENSG00000004776,15,-0.534476326262334,9,-1,-0.19999999999999996,15,0.650594720413929,11,1,0.46666666666666656,0.115589246674541,0.2,HSPB6,False,
ENSG00000004777,15,-0.331218753810668,12,-1,-0.6000000000000001,15,0.103872094279504,8,1,0.06666666666666665,0.425533596220477,0.2,ARHGAP33,False,
ENSG00000004779,16,-0.725770327056349,10,-1,-0.25,16,0.1813445976152775,10,1,0.25,0.184118465550749,0.375,NDUFAB1,False,
ENSG00000004799,18,0.6545445728470415,12,1,0.33333333333333326,18,0.31625220160584,10,1,0.11111111111111116,-0.4697144681805875,0.6111111111111112,PDK4,False,
ENSG00000004838,15,-0.569059244531746,14,-1,-0.8666666666666667,15,0.77871677475717,10,1,0.33333333333333326,0.395330506903379,0.06666666666666667,ZMYND10,True,-1.0
ENSG00000004864,16,-0.10452675856493494,9,-1,-0.125,16,-0.515415933137631,10,-1,-0.25,0.430172446276755,0.4375,SLC25A13,False,
ENSG00000004866,16,0.2660282239970494,10,1,0.25,16,-0.11789592267880705,10,-1,-0.25,-0.5048995267658395,0.4375,ST7,False,
ENSG00000004897,16,-0.18606702920635732,9,-1,-0.125,16,-0.06938299082187314,9,-1,-0.125,0.41886672233760047,0.3125,CDC27,False,
ENSG00000004961,16,0.02104900069437365,8,1,0.0,16,-0.4078807900022925,13,-1,-0.625,0.26952368692513395,0.4375,HCCS,False,
ENSG00000004975,16,0.829663499655414,11,1,0.375,16,-0.08644471457143524,8,1,0.0,-0.5172374521078675,0.5625,DVL2,False,
ENSG00000005007,16,0.20979619446931205,9,1,0.125,16,-0.287057659596917,10,-1,-0.25,-0.1474610509081891,0.375,UPF1,False,
ENSG00000005020,16,0.6473657832236306,10,1,0.25,16,-0.10725374405510399,9,-1,-0.125,-0.328508885433174,0.5625,SKAP2,False,
ENSG00000005022,18,-1.08518417869013,14,-1,-0.5555555555555556,18,0.09408315932878185,10,1,0.11111111111111116,0.5617926292910911,0.16666666666666666,SLC25A5,False,
ENSG00000005073,16,0.361327493949791,11,1,0.375,16,0.3088615022364095,10,1,0.25,-0.2699266837047765,0.4375,HOXA11,False,
ENSG00000005075,16,-0.4309245461307535,9,-1,-0.125,16,0.430938793596239,10,1,0.25,0.134554993468216,0.3125,POLR2J,False,
ENSG00000005100,16,-0.8416543879954975,10,-1,-0.25,16,-0.39829587653128395,10,-1,-0.25,0.432844255148651,0.1875,DHX33,False,
ENSG00000005156,16,-0.7345446321884626,11,-1,-0.375,16,-0.1002630946832124,8,1,0.0,0.400407099475888,0.0625,LIG3,False,
ENSG00000005175,16,-0.8178077912247865,9,-1,-0.125,16,-0.03905776007109554,8,1,0.0,0.5220305848684675,0.25,RPAP3,False,
ENSG00000005194,16,-0.3368581942348645,10,-1,-0.25,16,0.260724118970648,10,1,0.25,0.295622350306962,0.125,CIAPIN1,False,
ENSG00000005206,16,0.42240411256152555,9,1,0.125,16,0.01745960365109,8,1,0.0,-0.15057531311894132,0.5,SPPL2B,False,
ENSG00000005243,16,0.22108749536735306,8,1,0.0,16,0.422323485675303,13,1,0.625,-0.426054041760403,0.5,COPZ2,False,
ENSG00000005249,15,-0.38976621937659,10,-1,-0.33333333333333326,15,-0.0562756083162466,8,-1,-0.06666666666666665,0.343598793321529,0.2,PRKAR2B,False,
ENSG00000005302,16,0.7602743389228805,11,1,0.375,16,-0.8555945532057045,11,-1,-0.375,-0.605182909565048,0.625,MSL3,False,
ENSG00000005339,16,1.043705658203469,11,1,0.375,16,-0.41391027809029546,12,-1,-0.5,-0.45009014089188,0.5625,CREBBP,False,
ENSG00000005436,16,-0.325022890085094,10,-1,-0.25,16,-0.13179819618862101,9,-1,-0.125,0.1147478283657815,0.25,GCFC2,False,
ENSG00000005448,16,-0.9944684689879034,13,-1,-0.625,16,0.40483943345664997,10,1,0.25,0.5386816017298095,0.0625,WDR54,False,
ENSG00000005469,16,0.666804860287086,11,1,0.375,16,-0.08751632684789695,9,-1,-0.125,-0.453338683818111,0.5,CROT,False,
ENSG00000005483,16,0.4151360487022865,11,1,0.375,16,-0.3297788424404359,8,1,0.0,-0.3522763960435415,0.5,KMT2E,False,
ENSG00000005486,16,0.4487220066094165,11,1,0.375,16,-0.0705836763509213,8,1,0.0,-0.10237276250621034,0.5,RHBDD2,False,
ENSG00000005700,18,-0.2840118331197255,12,-1,-0.33333333333333326,18,-0.3071631066952295,11,-1,-0.22222222222222232,0.10582309938573381,0.2222222222222222,IBTK,False,
ENSG00000005801,16,-0.578997507717472,12,-1,-0.5,16,-0.5876723904926195,12,-1,-0.5,0.595650496582937,0.125,ZNF195,False,
ENSG00000005810,16,0.6472061607861594,12,1,0.5,16,0.2912749305049785,10,1,0.25,-0.6670988029833015,0.5625,MYCBP2,False,
ENSG00000005812,16,0.906022592981423,9,1,0.125,16,-0.08521356030432971,9,-1,-0.125,-0.5811861226058235,0.5625,FBXL3,False,
ENSG00000005882,16,0.236283279957297,10,1,0.25,16,0.5247888846736255,11,1,0.375,-0.0820904535559667,0.3125,PDK2,False,
ENSG00000005884,16,-0.6472280396628429,13,-1,-0.625,16,-0.2569313820717885,12,-1,-0.5,0.6851323366010605,0.125,ITGA3,False,
ENSG00000005889,16,0.902665165959331,12,1,0.5,16,-0.7687939732220934,10,-1,-0.25,-0.867278047395214,0.625,ZFX,False,
ENSG00000005893,16,0.355755497515861,10,1,0.25,16,-0.0412547528860662,10,-1,-0.25,-0.32197147053778497,0.4375,LAMP2,False,
ENSG00000006007,16,0.673649390480347,14,1,0.75,16,0.603928995808841,13,1,0.625,-0.630235253509814,0.8125,GDE1,False,
ENSG00000006016,15,1.10409995737126,9,1,0.19999999999999996,15,-0.545491936839346,11,-1,-0.46666666666666656,-0.393902026471084,0.5333333333333333,CRLF1,False,
ENSG00000006025,16,-0.2632495172635545,10,-1,-0.25,16,-0.07078890602842448,8,1,0.0,0.203553174078835,0.0625,OSBPL7,False,
ENSG00000006042,16,0.3239602836429565,12,1,0.5,16,0.10099618246609116,9,1,0.125,-0.28036173828953204,0.4375,TMEM98,False,
ENSG00000006062,16,-0.36748405430858555,12,-1,-0.5,16,0.13661311579923766,9,1,0.125,0.29797783002762146,0.125,MAP3K14,False,
ENSG00000006118,16,-0.7719875421686145,11,-1,-0.375,16,0.1893432851310666,8,1,0.0,0.632750624719074,0.0625,TMEM132A,False,
ENSG00000006125,16,-0.022681327344329698,9,-1,-0.125,16,-0.0815952615807199,9,-1,-0.125,0.11567247398708304,0.1875,AP2B1,False,
ENSG00000006194,16,-0.277411150157879,10,-1,-0.25,16,-0.1548383265910105,9,-1,-0.125,-0.2266839280972518,0.3125,ZNF263,False,
ENSG00000006210,16,0.464975691134966,13,1,0.625,16,-0.150288332145388,9,-1,-0.125,-0.5132572753810605,0.4375,CX3CL1,False,
ENSG00000006282,16,0.345611753001346,10,1,0.25,16,0.2888360385732015,9,1,0.125,-0.160015482972729,0.4375,SPATA20,False,
ENSG00000006283,15,0.897470584002388,12,1,0.6000000000000001,15,-0.0074241259410523,8,-1,-0.06666666666666665,-0.354825287453594,0.6666666666666666,CACNA1G,False,
ENSG00000006327,16,0.1723443689296738,8,1,0.0,16,-0.7113464220080961,11,-1,-0.375,0.2043010798163875,0.4375,TNFRSF12A,False,
ENSG00000006432,15,-0.214263975206417,11,-1,-0.46666666666666656,15,-0.310360009187462,11,-1,-0.46666666666666656,-0.160445807569114,0.13333333333333333,MAP3K9,False,
ENSG00000006451,18,-0.14072536448489859,10,-1,-0.11111111111111116,18,-0.1643082393893693,11,-1,-0.22222222222222232,0.2393568711826845,0.2777777777777778,RALA,False,
ENSG00000006453,16,-0.40896382308193835,9,-1,-0.125,16,0.19808822013696048,9,1,0.125,0.260137887297362,0.4375,BAIAP2L1,False,
ENSG00000006459,15,1.12906447924354,14,1,0.8666666666666667,15,-0.310947868882564,12,-1,-0.6000000000000001,-0.639787714185902,0.7333333333333333,KDM7A,True,1.0
ENSG00000006468,16,-0.485545566928533,10,-1,-0.25,16,-0.014507470308052,8,1,0.0,0.5723699920003495,0.3125,ETV1,False,
ENSG00000006530,16,-0.543187859177007,13,-1,-0.625,16,-0.13487472174131399,11,-1,-0.375,0.604031778070985,0.0625,AGK,False,
ENSG00000006534,16,0.484950888664394,12,1,0.5,16,-0.1128679803598962,10,-1,-0.25,-0.4191875924932975,0.5,ALDH3B1,False,
ENSG00000006576,16,-0.577279917920953,9,-1,-0.125,16,-0.1050447103853516,9,-1,-0.125,0.1813180271340175,0.375,PHTF2,False,
ENSG00000006607,16,0.294075449363786,10,1,0.25,16,-0.4681170089239355,11,-1,-0.375,-0.13528115221430614,0.375,FARP2,False,
ENSG00000006625,16,-0.4446044092281535,10,-1,-0.25,16,-0.07763788480792799,9,-1,-0.125,0.2157052429794258,0.25,GGCT,False,
ENSG00000006634,18,-0.673603101775207,11,-1,-0.22222222222222232,18,-0.430908605623663,13,-1,-0.4444444444444444,0.2854919765959315,0.16666666666666666,DBF4,False,
ENSG00000006638,15,-0.512291358700798,10,-1,-0.33333333333333326,15,0.0371874090979087,8,1,0.06666666666666665,0.35323453019743,0.2,TBXA2R,False,
ENSG00000006652,16,0.6138058529260975,13,1,0.625,16,0.22593924650789,10,1,0.25,-0.5743948278749865,0.625,IFRD1,False,
ENSG00000006695,16,0.4252639676625945,11,1,0.375,16,-0.32814981294682655,11,-1,-0.375,-0.15455829539834698,0.4375,COX10,False,
ENSG00000006704,16,0.860307039986579,11,1,0.375,16,-0.44448275774599055,9,-1,-0.125,-0.6460864621763085,0.625,GTF2IRD1,False,
ENSG00000006712,16,-0.665542226364938,12,-1,-0.5,16,-0.063000243824381,8,1,0.0,0.45871699281628797,0.125,PAF1,False,
ENSG00000006715,16,-0.28040551898996474,9,-1,-0.125,16,0.5970142256294015,9,1,0.125,0.12725880132435954,0.4375,VPS41,False,
ENSG00000006740,15,0.279474445892633,9,1,0.19999999999999996,15,-0.406958178708361,9,-1,-0.19999999999999996,-0.140981909580434,0.4,ARHGAP44,False,
ENSG00000006744,16,-1.0105315050575425,13,-1,-0.625,16,0.0338789859167059,8,1,0.0,0.52416378391565,0.1875,ELAC2,False,
ENSG00000006747,15,0.356472280258583,8,1,0.06666666666666665,15,-0.0009739202591219,8,-1,-0.06666666666666665,0.356080097941722,0.4,SCIN,False,
ENSG00000006756,16,0.879586878952231,12,1,0.5,16,-0.2204276792590675,12,-1,-0.5,-0.609202502505979,0.625,ARSD,False,
ENSG00000006757,15,0.0,7,1,-0.06666666666666665,15,-0.100243346738287,9,-1,-0.19999999999999996,0.0849035326305923,0.26666666666666666,PNPLA4,False,
ENSG00000006831,18,-0.18623937791052703,11,-1,-0.22222222222222232,18,-0.0972147358239916,12,-1,-0.33333333333333326,-0.1234586413212876,0.3888888888888889,ADIPOR2,False,
ENSG00000006837,15,0.31169920939012,9,1,0.19999999999999996,15,0.0290893783907067,8,1,0.06666666666666665,-0.256331437216165,0.4666666666666667,CDKL3,False,
ENSG00000007047,16,0.3504873450853165,9,1,0.125,16,0.023742106665513654,8,1,0.0,-0.21692924950640002,0.4375,MARK4,False,
ENSG00000007080,16,-0.9060962083677044,10,-1,-0.25,16,0.06995959446940936,10,1,0.25,0.469497048899704,0.25,CCDC124,False,
ENSG00000007168,16,0.14222924154643474,9,1,0.125,16,0.05606701201742785,10,1,0.25,-0.266647055632393,0.3125,PAFAH1B1,False,
ENSG00000007255,16,0.298130169671207,10,1,0.25,16,0.5770152529231141,11,1,0.375,-0.1247477486110715,0.375,TRAPPC6A,False,
ENSG00000007341,16,1.298761603608805,10,1,0.25,16,-0.222257628833123,11,-1,-0.375,-0.799919332588097,0.625,ST7L,False,
ENSG00000007376,18,-0.325424628345679,11,-1,-0.22222222222222232,18,-0.134406792903622,11,-1,-0.22222222222222232,0.18748515238602348,0.2222222222222222,RPUSD1,False,
ENSG00000007384,16,-0.030193079607288304,8,1,0.0,16,0.19941471144662248,10,1,0.25,0.2225976491311875,0.3125,RHBDF1,False,
ENSG00000007392,16,-0.270485696560308,9,-1,-0.125,16,0.016801675551531347,8,1,0.0,-0.005615838570343194,0.375,LUC7L,False,
ENSG00000007516,15,-0.448588208663685,8,-1,-0.06666666666666665,15,0.464158235538485,10,1,0.33333333333333326,0.570042520919651,0.3333333333333333,BAIAP3,False,
ENSG00000007520,18,-0.5462719834956244,10,-1,-0.11111111111111116,18,0.3125796702180445,13,1,0.4444444444444444,0.335252890291976,0.16666666666666666,TSR3,False,
ENSG00000007541,16,-0.15591017878789046,9,-1,-0.125,16,0.5881083666531335,11,1,0.375,0.19996266536113,0.3125,PIGQ,False,
ENSG00000007866,16,-0.02760072256174065,9,-1,-0.125,16,-0.5146830802875405,10,-1,-0.25,0.0854733951849656,0.375,TEAD3,False,
ENSG00000007923,16,-0.279582255956986,12,-1,-0.5,16,0.0294794509503483,9,1,0.125,0.354203873735522,0.25,DNAJC11,False,
ENSG00000007944,16,0.7869513376401029,13,1,0.625,16,0.0894174957969094,9,1,0.125,-0.8382789108180646,0.5625,MYLIP,False,
ENSG00000007968,17,-0.784474403718433,11,-1,-0.2941176470588236,17,-0.258936437113177,10,-1,-0.17647058823529416,0.410476084680065,0.29411764705882354,E2F2,False,
ENSG00000008018,18,-0.37274177412117904,13,-1,-0.4444444444444444,18,0.06981471928834344,11,1,0.22222222222222232,0.1525970089095935,0.2222222222222222,PSMB1,False,
ENSG00000008056,15,0.648158549745645,9,1,0.19999999999999996,15,-0.264356428682195,9,-1,-0.19999999999999996,-0.202902811892317,0.5333333333333333,SYN1,False,
ENSG00000008083,16,-1.0598448875268365,13,-1,-0.625,16,-0.752663440924901,13,-1,-0.625,0.2863668310724625,0.1875,JARID2,False,
ENSG00000008086,16,0.896003858740404,11,1,0.375,16,-0.313926535954679,11,-1,-0.375,-0.6321487106693324,0.5625,CDKL5,False,
ENSG00000008128,15,-0.128296766952552,8,-1,-0.06666666666666665,15,0.0151013794241697,8,1,0.06666666666666665,0.17534725042394,0.3333333333333333,CDK11A,False,
ENSG00000008130,16,0.1405698701963737,8,1,0.0,16,-0.0918181465245686,10,-1,-0.25,0.4958792999067495,0.4375,NADK,False,
ENSG00000008256,16,1.0631659262533049,12,1,0.5,16,-0.1301198847695185,10,-1,-0.25,-0.6561439560405156,0.6875,CYTH3,False,
ENSG00000008282,16,0.309200202369669,10,1,0.25,16,-0.121410482228725,10,-1,-0.25,0.014149184090440255,0.375,SYPL1,False,
ENSG00000008283,16,0.0465164967540622,9,1,0.125,16,0.2374868444166315,10,1,0.25,-0.30148815579458793,0.4375,CYB561,False,
ENSG00000008294,16,0.27433133003932897,11,1,0.375,16,0.0715210738445687,9,1,0.125,-0.842831570349734,0.4375,SPAG9,False,
ENSG00000008300,16,0.4898151976788005,9,1,0.125,16,0.13367199259123524,9,1,0.125,-0.743209706669909,0.5,CELSR3,False,
ENSG00000008311,16,-0.3135486570948905,10,-1,-0.25,16,-0.2531178803470425,10,-1,-0.25,-0.0031065014439750002,0.375,AASS,False,
ENSG00000008324,16,-0.562933937115346,10,-1,-0.25,16,0.25923700733875654,12,1,0.5,0.22083254484333048,0.1875,SS18L2,False,
ENSG00000008382,16,-0.7000924925352661,13,-1,-0.625,16,0.505873125737937,13,1,0.625,0.48603727441426003,0.0625,MPND,False,
ENSG00000008394,16,0.36747191919821454,11,1,0.375,16,0.16350308907448186,9,1,0.125,-0.2848503662092918,0.375,MGST1,False,
ENSG00000008405,16,-0.7725547271275355,11,-1,-0.375,16,-0.05172330585942565,8,1,0.0,0.3818421785631415,0.25,CRY1,False,
ENSG00000008441,16,0.10190535201310655,10,1,0.25,16,-0.15678252363185666,9,-1,-0.125,-0.17118342384215146,0.375,NFIX,False,
ENSG00000008513,16,-0.2413530421600535,9,-1,-0.125,16,-0.13677263837544226,9,-1,-0.125,0.0964867628624648,0.375,ST3GAL1,False,
ENSG00000008517,15,0.988685835761125,13,1,0.7333333333333334,15,-0.596074250669289,8,-1,-0.06666666666666665,-0.504623212449346,0.6666666666666666,IL32,False,
ENSG00000008710,16,0.7767434760884105,11,1,0.375,16,-0.25798591490266753,10,-1,-0.25,-0.5022456079719205,0.5625,PKD1,False,
ENSG00000008735,15,0.518926811588459,12,1,0.6000000000000001,15,-0.211295578883446,10,-1,-0.33333333333333326,0.0314498508914973,0.5333333333333333,MAPK8IP2,False,
ENSG00000008838,16,-0.4375891637223155,10,-1,-0.25,16,0.135149110957618,9,1,0.125,0.2951968257963505,0.25,MED24,False,
ENSG00000008853,16,0.48034984372981554,9,1,0.125,16,0.18370281618591225,9,1,0.125,-0.20278874421264326,0.5,RHOBTB2,False,
ENSG00000008869,16,-0.483697832747746,12,-1,-0.5,16,-0.20128473289426402,10,-1,-0.25,-0.1189917085389515,0.25,HEATR5B,False,
ENSG00000008952,16,1.07498287498239,9,1,0.125,16,0.1771440177616254,8,1,0.0,-0.6000759408466415,0.5625,SEC62,False,
ENSG00000008988,16,0.0394561397099999,9,1,0.125,16,0.189581291523286,10,1,0.25,-0.11584877982434849,0.3125,RPS20,False,
ENSG00000009307,16,0.1275521788362635,8,1,0.0,16,0.010802265817605253,8,1,0.0,-0.2411932054717125,0.5,CSDE1,False,
ENSG00000009335,16,-0.616184382919566,11,-1,-0.375,16,-0.1136293765283034,8,1,0.0,0.3013421970922375,0.125,UBE3C,False,
ENSG00000009413,16,1.161068949595993,15,1,0.875,16,-0.040526169085207994,8,1,0.0,-0.9220215623742095,0.8125,REV3L,True,1.0
ENSG00000009780,16,-0.04583810872116385,8,1,0.0,16,-0.220189756638946,9,-1,-0.125,-0.36240695278523705,0.375,FAM76A,False,
ENSG00000009830,16,0.207973950872672,10,1,0.25,16,-0.40144784440553205,10,-1,-0.25,0.0503052693215605,0.375,POMT2,False,
ENSG00000009844,16,0.17015247876546064,8,1,0.0,16,-0.10170231922172596,8,1,0.0,-0.29591800948901326,0.4375,VTA1,False,
ENSG00000009954,16,-0.327986775706457,10,-1,-0.25,16,-0.44201598206216197,12,-1,-0.5,-0.195404266576855,0.3125,BAZ1B,False,
ENSG00000010017,16,0.5619995814851699,12,1,0.5,16,-0.20918637300502751,9,-1,-0.125,-0.7355439698244405,0.5625,RANBP9,False,
ENSG00000010030,15,-0.374843421928969,8,-1,-0.06666666666666665,15,0.118638569815847,8,1,0.06666666666666665,0.114800270934727,0.4,ETV7,False,
ENSG00000010072,16,-0.304679340802323,9,-1,-0.125,16,-0.334575569837021,10,-1,-0.25,-0.0579550237725679,0.25,SPRTN,False,
ENSG00000010165,16,-0.2784978659098985,11,-1,-0.375,16,-0.1298886033007754,9,-1,-0.125,0.256147074480838,0.25,METTL13,False,
ENSG00000010219,16,0.09844270181564699,10,1,0.25,16,0.23559231364029998,9,1,0.125,-0.315306982241694,0.4375,DYRK4,False,
ENSG00000010244,16,-0.9990564663596946,10,-1,-0.25,16,-0.23956018208752,10,-1,-0.25,0.4230683827249875,0.125,ZNF207,False,
ENSG00000010256,16,-0.02000496338690425,8,1,0.0,16,-0.013441956165254051,8,1,0.0,-0.2371125350730175,0.4375,UQCRC1,False,
ENSG00000010270,16,-0.365032461953058,10,-1,-0.25,16,-0.648873223092827,10,-1,-0.25,0.3625570527515135,0.3125,STARD3NL,False,
ENSG00000010278,16,-0.4780298124808955,9,-1,-0.125,16,-0.281303729086097,11,-1,-0.375,0.3134342299300925,0.25,CD9,False,
ENSG00000010292,16,-0.8850746246816574,10,-1,-0.25,16,0.12176921078863334,10,1,0.25,0.5125883636081601,0.3125,NCAPD2,False,
ENSG00000010295,16,-0.436930250786999,11,-1,-0.375,16,0.032385563124249,9,1,0.125,0.10169144642578426,0.1875,IFFO1,False,
ENSG00000010310,17,-0.397881708162907,9,-1,-0.05882352941176472,17,-0.200412163605733,10,-1,-0.17647058823529416,0.216408658359279,0.23529411764705882,GIPR,False,
ENSG00000010318,16,0.1417959633875435,10,1,0.25,16,0.15376352379506955,9,1,0.125,-0.562268328027987,0.375,PHF7,False,
ENSG00000010322,16,0.169289746663855,9,1,0.125,16,0.0157764370297849,9,1,0.125,-0.21239704119372285,0.375,NISCH,False,
ENSG00000010361,16,-0.3082946012514465,11,-1,-0.375,16,0.14260463796711048,9,1,0.125,-0.09240758068563379,0.25,FUZ,False,
ENSG00000010404,15,0.228769703026697,9,1,0.19999999999999996,15,-0.541210344951194,11,-1,-0.46666666666666656,0.109352128493372,0.26666666666666666,IDS,False,
ENSG00000010539,16,0.12014316067275049,9,1,0.125,16,-0.402564860028611,11,-1,-0.375,0.057770499749659546,0.125,ZNF200,False,
ENSG00000010626,16,0.04800895932377201,8,1,0.0,16,0.5394921282040874,10,1,0.25,-0.4593611018907675,0.4375,LRRC23,False,
ENSG00000010704,16,0.338364802624271,11,1,0.375,16,0.5169627527288639,9,1,0.125,-0.32931346628901903,0.375,HFE,False,
ENSG00000010803,16,1.0494472306018914,12,1,0.5,16,-0.013894485569839507,8,1,0.0,-0.720175974057349,0.6875,SCMH1,False,
ENSG00000010810,16,0.826650649983688,11,1,0.375,16,-0.190351888993596,9,-1,-0.125,-0.564414902636692,0.5,FYN,False,
ENSG00000010818,16,-0.40170638319324703,10,-1,-0.25,16,-0.128120893832573,9,-1,-0.125,-0.05108181748496905,0.3125,HIVEP2,False,
ENSG00000011009,16,-0.4846896358375765,14,-1,-0.75,16,0.207809749746737,10,1,0.25,0.6043343107425154,0.125,LYPLA2,False,
ENSG00000011021,16,0.485157512558785,11,1,0.375,16,-0.446324818876384,10,-1,-0.25,-0.3591590032344965,0.5,CLCN6,False,
